LinkID,site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost
1004,312,MPLS_2,150,12,1.32,6,9,4800,7200
1005,312,Internet,167,16,1.0,3,3,300,0
1006,313,MPLS_0,83,8,0.74,7,11,5600,8000
1007,313,MPLS_2,126,16,1.35,16,30,12800,4800
1008,313,Internet,161,18,4.0,10,10,1000,0
1009,314,MPLS_1,79,10,0.5,9,14,5400,5400
1010,314,MPLS_2,122,16,1.52,21,39,12600,3600
1011,314,Internet,203,14,3.0,13,13,1300,0
1012,315,MPLS_2,82,9,0.78,13,20,6500,3000
1013,315,MPLS_0,103,16,0.83,83,144,66400,6400
1014,315,MPLS_1,61,9,0.41,18,34,10800,3000
1015,315,Internet,179,12,10.0,72,72,7200,0
1016,316,MPLS_0,68,13,0.55,34,62,20400,6000
1017,316,Internet,142,17,9.0,24,24,2400,0
1018,317,MPLS_2,63,12,0.49,3,4,1500,1500
1019,317,MPLS_0,96,12,1.13,8,14,4800,4800
1020,317,Internet,163,16,7.0,11,11,1100,0
1021,318,MPLS_2,88,13,0.54,221,333,110500,1500
1022,318,Internet,207,19,1.0,115,115,11500,0
1023,319,MPLS_2,113,12,1.63,75,117,37500,5000
1024,319,MPLS_0,68,7,0.58,14,21,8400,1800
1025,319,MPLS_1,72,10,0.51,17,33,8500,3000
1026,319,Internet,219,17,5.0,86,86,8600,0
1027,320,MPLS_0,136,13,0.82,23,42,18400,8000
1028,320,MPLS_2,85,10,0.6,9,15,4500,4500
1029,320,Internet,213,16,10.0,19,19,1900,0
1030,321,MPLS_2,69,8,0.47,14,24,11200,2400
1031,321,MPLS_0,115,14,1.21,38,61,30400,8000
1032,321,Internet,185,17,8.0,35,35,3500,0
1033,322,MPLS_2,83,10,0.62,36,70,25200,2100
1034,322,MPLS_0,93,13,1.07,69,121,41400,6000
1035,322,Internet,162,12,8.0,82,82,8200,0
1036,323,MPLS_1,86,9,0.43,4,7,2000,4500
1037,323,MPLS_0,74,9,0.72,4,7,3200,4800
1038,323,MPLS_2,140,15,2.06,21,31,10500,2500
1039,323,Internet,144,15,6.0,19,19,1900,0
1040,324,MPLS_0,74,9,0.62,107,197,53500,4000
1041,324,Internet,216,19,1.0,67,67,6700,0
1042,325,MPLS_1,93,16,1.1,198,361,158400,3200
1043,325,MPLS_0,83,13,0.43,83,126,58100,4900
1044,325,Internet,142,18,1.0,147,147,14700,0
1045,326,MPLS_0,94,13,2.06,35,67,17500,2000
1046,326,MPLS_2,89,13,0.64,11,18,6600,3600
1047,326,Internet,142,12,7.0,31,31,3100,0
1048,327,MPLS_0,66,11,0.66,64,100,51200,4000
1049,327,MPLS_2,74,12,0.42,74,135,59200,4800
1050,327,MPLS_1,126,16,1.63,312,489,187200,4800
1051,327,Internet,142,13,9.0,237,237,23700,0
1052,328,MPLS_1,91,15,1.37,21,38,14700,4200
1053,328,MPLS_2,76,12,0.49,6,9,4200,7000
1054,328,Internet,172,16,9.0,13,13,1300,0
1055,329,MPLS_0,89,11,0.45,43,70,25800,2400
1056,329,Internet,191,15,3.0,31,31,3100,0
1057,330,MPLS_0,70,13,0.53,12,19,6000,3500
1058,330,Internet,178,20,3.0,5,5,500,0
1059,331,MPLS_1,88,7,0.79,3,4,1500,5000
1060,331,MPLS_2,104,15,1.28,9,16,6300,7000
1061,331,Internet,211,16,8.0,6,6,600,0
1062,332,MPLS_1,94,15,0.9,19,36,15200,4000
1063,332,MPLS_2,65,10,0.55,7,13,4900,2800
1064,332,Internet,209,19,9.0,18,18,1800,0
1065,333,MPLS_1,125,14,1.71,30,46,18000,1800
1066,333,MPLS_2,88,9,0.65,8,13,6400,5600
1067,333,Internet,164,17,3.0,31,31,3100,0
1068,334,MPLS_2,68,9,0.48,7,11,4200,6000
1069,334,MPLS_0,78,9,0.59,7,11,4900,2800
1070,334,MPLS_1,105,14,0.97,36,59,21600,4800
1071,334,Internet,173,20,8.0,48,48,4800,0
1072,335,MPLS_2,83,7,0.46,5,9,3000,2400
1073,335,MPLS_0,117,14,1.32,23,37,13800,5400
1074,335,MPLS_1,72,10,0.65,5,8,4000,4800
1075,335,Internet,213,20,9.0,24,24,2400,0
1076,336,MPLS_0,143,16,1.65,37,70,18500,4500
1077,336,MPLS_2,88,13,0.4,18,29,14400,2400
1078,336,Internet,163,17,4.0,39,39,3900,0
1079,337,MPLS_2,90,15,1.98,25,44,12500,4000
1080,337,MPLS_0,87,10,0.45,11,19,8800,8000
1081,337,Internet,215,19,7.0,20,20,2000,0
1082,338,MPLS_0,85,8,0.51,8,12,4800,4200
1083,338,MPLS_2,134,16,0.98,42,67,21000,2000
1084,338,MPLS_1,76,10,0.52,8,15,4000,5000
1085,338,Internet,161,18,10.0,34,34,3400,0
1086,339,MPLS_2,80,11,0.56,8,12,5600,6300
1087,339,MPLS_0,82,15,1.87,16,27,12800,4800
1088,339,Internet,156,17,8.0,16,16,1600,0
1089,340,MPLS_1,70,12,0.68,92,160,46000,2000
1090,340,Internet,201,17,10.0,57,57,5700,0
1091,341,MPLS_2,122,12,1.33,9,15,7200,5600
1092,341,MPLS_0,62,9,0.79,3,5,2400,3200
1093,341,Internet,200,16,9.0,7,7,700,0
1094,342,MPLS_1,88,15,1.55,43,72,25800,3000
1095,342,MPLS_0,87,12,0.41,7,10,4200,5400
1096,342,MPLS_2,76,8,0.58,8,15,4800,3600
1097,342,Internet,144,15,4.0,33,33,3300,0
1098,343,MPLS_2,79,7,0.6,66,128,52800,4000
1099,343,Internet,141,12,2.0,45,45,4500,0
1100,344,MPLS_2,83,8,0.5,2,3,1200,1800
1101,344,MPLS_0,128,12,0.83,16,26,11200,6300
1102,344,MPLS_1,70,9,0.63,2,3,1400,3500
1103,344,Internet,215,20,6.0,8,8,800,0
1104,345,MPLS_2,68,9,0.54,14,21,11200,3200
1105,345,MPLS_1,111,14,1.05,56,96,44800,2400
1106,345,Internet,184,19,1.0,45,45,4500,0
1107,346,MPLS_2,71,8,0.74,16,29,8000,2000
1108,346,MPLS_1,125,12,2.04,52,100,41600,4000
1109,346,Internet,181,12,1.0,26,26,2600,0
1110,347,MPLS_0,134,14,1.55,33,50,23100,3500
1111,347,MPLS_2,84,7,0.59,14,23,7000,2500
1112,347,Internet,202,16,9.0,21,21,2100,0
1113,348,MPLS_1,62,9,0.59,18,29,14400,8000
1114,348,MPLS_2,91,16,1.7,60,106,42000,3500
1115,348,Internet,150,20,7.0,43,43,4300,0
1116,349,MPLS_2,60,10,0.74,36,66,25200,5600
1117,349,MPLS_0,76,12,0.74,47,83,23500,3000
1118,349,MPLS_1,107,13,1.17,169,282,118300,5600
1119,349,Internet,179,18,10.0,144,144,14400,0
1120,350,MPLS_2,110,16,1.49,28,50,19600,2800
1121,350,MPLS_1,67,13,0.69,8,15,6400,4000
1122,350,Internet,158,12,2.0,20,20,2000,0
1123,351,MPLS_1,106,12,1.31,68,130,40800,3600
1124,351,MPLS_2,77,8,0.74,25,47,12500,4500
1125,351,Internet,151,17,6.0,72,72,7200,0
1126,352,MPLS_2,70,8,0.57,26,48,13000,3500
1127,352,MPLS_1,113,12,0.95,72,135,50400,2800
1128,352,Internet,205,19,5.0,53,53,5300,0
1129,353,MPLS_2,67,10,0.59,4,8,3200,5600
1130,353,MPLS_1,126,16,1.9,4,6,2000,4000
1131,353,MPLS_0,77,7,0.59,3,6,1800,6000
1132,353,Internet,150,17,7.0,10,10,1000,0
1133,354,MPLS_2,89,11,0.64,35,66,24500,7000
1134,354,MPLS_0,88,11,0.5,35,65,17500,3000
1135,354,MPLS_1,129,12,0.82,122,201,61000,4500
1136,354,Internet,175,18,1.0,158,158,15800,0
1137,355,MPLS_1,68,13,0.79,12,23,7200,3600
1138,355,MPLS_2,75,13,0.55,15,23,12000,4000
1139,355,MPLS_0,120,16,1.51,79,126,47400,4800
1140,355,Internet,195,16,9.0,59,59,5900,0
1141,356,MPLS_2,68,13,0.49,390,635,312000,5600
1142,356,Internet,156,15,9.0,169,169,16900,0
1143,357,MPLS_1,65,9,0.68,23,41,11500,2500
1144,357,MPLS_0,122,14,1.56,63,117,31500,3000
1145,357,Internet,145,17,3.0,32,32,3200,0
1146,358,MPLS_2,126,13,2.05,44,67,26400,4200
1147,358,MPLS_0,80,8,0.74,16,31,9600,4800
1148,358,Internet,208,15,5.0,23,23,2300,0
1149,359,MPLS_2,65,11,0.45,5,7,3500,2100
1150,359,MPLS_0,71,12,0.48,4,7,2400,3600
1151,359,MPLS_1,146,12,1.98,19,34,9500,3000
1152,359,Internet,199,13,2.0,23,23,2300,0
1153,360,MPLS_1,105,13,1.9,24,46,19200,2400
1154,360,MPLS_2,64,10,0.56,9,16,4500,3500
1155,360,Internet,196,20,1.0,16,16,1600,0
1156,361,MPLS_2,80,8,0.62,15,28,10500,6300
1157,361,Internet,215,15,3.0,13,13,1300,0
1158,362,MPLS_0,140,12,1.29,25,45,20000,8000
1159,362,MPLS_1,63,13,0.51,7,11,4200,6000
1160,362,Internet,149,19,2.0,15,15,1500,0
1161,363,MPLS_1,79,9,0.75,21,41,12600,3000
1162,363,MPLS_2,145,14,1.7,61,99,30500,5000
1163,363,Internet,161,12,9.0,52,52,5200,0
1164,364,MPLS_0,123,15,0.87,59,111,47200,7200
1165,364,MPLS_1,79,11,0.61,23,37,11500,2500
1166,364,Internet,179,14,1.0,50,50,5000,0
1167,365,MPLS_2,91,12,1.23,12,18,7200,4200
1168,365,MPLS_1,85,8,0.43,5,8,2500,2000
1169,365,Internet,155,14,8.0,13,13,1300,0
1170,366,MPLS_2,73,7,0.48,13,25,6500,4500
1171,366,MPLS_0,125,14,2.01,33,54,19800,5400
1172,366,Internet,165,12,1.0,20,20,2000,0
1173,367,MPLS_1,92,16,0.92,30,47,24000,2400
1174,367,MPLS_2,65,9,0.44,13,20,10400,6400
1175,367,Internet,189,15,6.0,21,21,2100,0
1176,368,MPLS_1,85,11,0.67,102,180,71400,4200
1177,368,Internet,175,20,7.0,64,64,6400,0
1178,369,MPLS_0,149,13,0.96,3,4,2100,2800
1179,369,MPLS_2,66,9,0.61,1,1,600,4200
1180,369,Internet,196,20,8.0,2,2,200,0
1181,370,MPLS_1,89,13,1.72,56,107,33600,2400
1182,370,MPLS_2,80,9,0.54,21,31,12600,6000
1183,370,Internet,151,12,8.0,65,65,6500,0
1184,371,MPLS_2,129,16,1.02,37,62,25900,7000
1185,371,MPLS_0,73,11,0.59,10,19,5000,3500
1186,371,Internet,209,14,3.0,33,33,3300,0
1187,372,MPLS_2,130,14,1.29,52,78,26000,4500
1188,372,MPLS_0,67,11,0.64,19,33,15200,5600
1189,372,Internet,161,16,6.0,40,40,4000,0
1190,373,MPLS_0,60,13,0.49,2,3,1200,3600
1191,373,MPLS_2,117,15,0.96,9,16,4500,5000
1192,373,Internet,210,14,9.0,7,7,700,0
1193,374,MPLS_2,71,13,0.64,12,19,7200,3600
1194,374,MPLS_1,109,12,1.76,27,51,13500,4500
1195,374,Internet,214,20,5.0,29,29,2900,0
1196,375,MPLS_1,67,10,0.76,7,12,4900,4200
1197,375,MPLS_2,83,15,1.72,19,30,15200,8000
1198,375,Internet,185,17,2.0,13,13,1300,0
1199,376,MPLS_1,115,12,1.51,19,33,15200,2400
1200,376,MPLS_2,67,8,0.77,10,18,8000,5600
1201,376,Internet,161,19,9.0,27,27,2700,0
1202,377,MPLS_0,84,13,0.63,172,272,120400,4900
1203,377,MPLS_1,123,16,1.59,371,581,185500,4500
1204,377,Internet,186,19,2.0,246,246,24600,0
1205,378,MPLS_2,120,13,1.07,14,26,11200,8000
1206,378,MPLS_0,81,11,0.48,5,9,3500,2100
1207,378,Internet,214,12,1.0,13,13,1300,0
1208,379,MPLS_0,83,11,0.41,79,149,55300,4200
1209,379,MPLS_1,102,12,1.97,204,355,163200,8000
1210,379,Internet,211,18,3.0,127,127,12700,0
1211,380,MPLS_1,86,8,0.45,138,242,69000,1500
1212,380,Internet,168,19,5.0,87,87,8700,0
1213,381,MPLS_1,150,12,1.84,29,50,17400,1800
1214,381,MPLS_0,63,7,0.7,11,21,8800,4800
1215,381,Internet,147,18,7.0,18,18,1800,0
1216,382,MPLS_1,145,15,1.15,15,23,7500,5000
1217,382,MPLS_0,74,8,0.52,4,7,3200,3200
1218,382,Internet,162,17,6.0,11,11,1100,0
1219,383,MPLS_0,148,15,0.85,113,207,79100,4200
1220,383,MPLS_1,87,11,0.69,36,57,21600,4800
1221,383,Internet,190,16,4.0,95,95,9500,0
1222,384,MPLS_1,72,10,0.63,34,54,17000,2500
1223,384,MPLS_2,80,10,0.43,26,43,18200,4200
1224,384,MPLS_0,146,14,1.18,173,296,138400,6400
1225,384,Internet,216,17,7.0,96,96,9600,0
1226,385,MPLS_0,125,16,0.91,32,58,19200,1800
1227,385,MPLS_1,73,13,0.49,15,26,10500,7000
1228,385,Internet,146,15,5.0,19,19,1900,0
1229,386,MPLS_0,102,16,1.91,36,62,18000,1500
1230,386,MPLS_1,74,9,0.54,16,26,11200,2800
1231,386,Internet,152,17,7.0,29,29,2900,0
1232,387,MPLS_2,63,13,0.57,10,18,8000,7200
1233,387,MPLS_0,144,16,1.09,40,65,24000,3600
1234,387,MPLS_1,82,11,0.61,8,12,4800,4800
1235,387,Internet,184,14,8.0,33,33,3300,0
1236,388,MPLS_0,86,13,0.54,18,27,12600,3500
1237,388,MPLS_1,106,15,1.9,51,81,30600,5400
1238,388,Internet,146,17,1.0,62,62,6200,0
1239,389,MPLS_0,132,14,1.74,9,15,6300,2800
1240,389,MPLS_2,78,12,0.45,3,5,1800,2400
1241,389,Internet,163,17,6.0,7,7,700,0
1242,390,MPLS_0,133,16,2.09,67,101,46900,3500
1243,390,MPLS_2,65,10,0.57,32,48,16000,4500
1244,390,Internet,184,15,9.0,67,67,6700,0
1245,391,MPLS_2,82,7,0.54,4,7,2000,3000
1246,391,MPLS_1,108,12,1.04,23,36,16100,6300
1247,391,MPLS_0,72,10,0.6,4,6,2800,6300
1248,391,Internet,211,20,5.0,29,29,2900,0
1249,392,MPLS_1,99,13,1.51,54,103,43200,4000
1250,392,MPLS_2,77,10,0.46,25,41,15000,3000
1251,392,Internet,166,19,6.0,51,51,5100,0
1252,393,MPLS_2,61,7,0.59,4,6,2000,2500
1253,393,MPLS_1,105,16,1.64,15,27,10500,4200
1254,393,Internet,188,14,5.0,12,12,1200,0
1255,394,MPLS_1,76,7,0.66,15,25,7500,4000
1256,394,MPLS_2,137,16,1.93,35,67,28000,4800
1257,394,Internet,170,19,8.0,32,32,3200,0
1258,395,MPLS_2,72,12,0.59,18,35,12600,2100
1259,395,Internet,150,13,6.0,9,9,900,0
1260,396,MPLS_2,60,7,0.5,74,125,44400,1800
1261,396,MPLS_0,138,16,1.41,444,886,222000,4500
1262,396,MPLS_1,68,11,0.78,88,157,52800,6000
1263,396,Internet,141,18,5.0,231,231,23100,0
1264,397,MPLS_0,74,10,0.53,5,8,3000,5400
1265,397,MPLS_1,111,14,1.37,36,64,28800,3200
1266,397,MPLS_2,65,12,0.65,7,12,5600,7200
1267,397,Internet,198,18,6.0,22,22,2200,0
1268,398,MPLS_1,119,14,1.27,59,104,29500,5000
1269,398,MPLS_2,74,11,0.55,19,33,9500,3500
1270,398,Internet,175,13,6.0,60,60,6000,0
1271,399,MPLS_0,144,15,1.63,71,132,42600,3600
1272,399,MPLS_1,70,9,0.68,27,45,16200,3000
1273,399,Internet,213,18,10.0,56,56,5600,0
1274,400,MPLS_0,127,16,1.66,34,61,27200,5600
1275,400,MPLS_1,85,13,0.61,16,25,11200,4900
1276,400,Internet,149,14,6.0,23,23,2300,0
1277,401,MPLS_0,85,10,0.76,11,19,8800,7200
1278,401,MPLS_2,99,16,2.09,67,102,46900,4200
1279,401,MPLS_1,76,10,0.74,15,26,10500,3500
1280,401,Internet,164,13,10.0,60,60,6000,0
1281,402,MPLS_1,72,10,0.7,7,11,4900,4200
1282,402,MPLS_0,135,15,1.75,19,33,15200,2400
1283,402,Internet,152,17,5.0,19,19,1900,0
1284,403,MPLS_0,85,8,0.75,5,8,2500,3500
1285,403,MPLS_2,85,8,0.55,5,9,2500,3000
1286,403,MPLS_1,148,16,0.88,21,40,14700,2800
1287,403,Internet,178,15,7.0,14,14,1400,0
1288,404,MPLS_2,105,14,1.56,55,92,44000,6400
1289,404,MPLS_0,87,9,0.67,19,29,11400,6000
1290,404,Internet,161,13,6.0,53,53,5300,0
1291,405,MPLS_0,76,11,0.45,104,186,83200,4000
1292,405,MPLS_1,126,13,1.59,249,376,149400,4800
1293,405,Internet,202,14,4.0,207,207,20700,0
1294,406,MPLS_0,69,11,0.65,32,56,16000,3500
1295,406,MPLS_1,95,13,1.02,71,124,35500,2000
1296,406,Internet,201,15,3.0,68,68,6800,0
1297,407,MPLS_0,79,7,0.52,9,13,7200,2400
1298,407,MPLS_1,84,16,1.6,30,47,15000,3000
1299,407,Internet,163,12,2.0,18,18,1800,0
1300,408,MPLS_2,74,7,0.52,3,5,1500,1500
1301,408,MPLS_1,105,16,1.1,11,20,6600,4200
1302,408,Internet,163,17,8.0,7,7,700,0
1303,409,MPLS_0,62,10,0.66,62,121,43400,4900
1304,409,MPLS_2,98,16,2.03,135,225,81000,4200
1305,409,Internet,150,17,8.0,105,105,10500,0
1306,410,MPLS_1,68,11,0.73,12,21,9600,4000
1307,410,MPLS_2,106,15,1.67,23,35,18400,4800
1308,410,Internet,205,13,6.0,15,15,1500,0
1309,411,MPLS_0,73,11,0.66,6,9,3000,1500
1310,411,MPLS_1,85,7,0.57,8,12,6400,4800
1311,411,MPLS_2,96,15,1.83,40,63,32000,4000
1312,411,Internet,202,19,6.0,39,39,3900,0
1313,412,MPLS_1,87,11,0.43,7,12,5600,6400
1314,412,Internet,173,15,6.0,2,2,200,0
1315,413,MPLS_0,69,13,0.43,12,22,7200,1800
1316,413,MPLS_2,70,13,0.41,10,16,5000,5000
1317,413,MPLS_1,116,16,1.15,53,83,26500,4000
1318,413,Internet,144,14,8.0,59,59,5900,0
1319,414,MPLS_0,109,15,1.57,147,232,117600,3200
1320,414,MPLS_1,68,8,0.53,44,78,22000,3500
1321,414,Internet,192,16,4.0,110,110,11000,0
1322,415,MPLS_0,126,15,1.28,33,54,26400,3200
1323,415,MPLS_2,72,13,0.64,9,14,6300,3500
1324,415,Internet,185,13,4.0,28,28,2800,0
1325,416,MPLS_2,102,16,0.88,39,61,23400,4800
1326,416,MPLS_1,70,7,0.67,14,25,8400,4800
1327,416,Internet,152,15,8.0,38,38,3800,0
1328,417,MPLS_0,124,12,1.28,44,69,35200,5600
1329,417,MPLS_2,65,7,0.7,24,40,12000,4000
1330,417,Internet,147,19,9.0,38,38,3800,0
1331,418,MPLS_1,78,7,0.54,75,120,37500,1500
1332,418,Internet,150,14,1.0,33,33,3300,0
1333,419,MPLS_0,74,8,0.47,20,33,12000,6000
1334,419,MPLS_1,132,13,1.16,74,128,59200,7200
1335,419,Internet,204,15,7.0,52,52,5200,0
1336,420,MPLS_2,69,11,0.76,7,12,5600,8000
1337,420,MPLS_1,133,16,1.81,47,85,37600,6400
1338,420,MPLS_0,75,13,0.62,9,16,6300,5600
1339,420,Internet,173,13,3.0,24,24,2400,0
1340,421,MPLS_2,87,13,0.41,19,36,11400,4200
1341,421,MPLS_0,119,15,1.9,95,176,66500,2100
1342,421,MPLS_1,74,7,0.7,13,19,7800,2400
1343,421,Internet,189,17,2.0,69,69,6900,0
1344,422,MPLS_2,79,12,0.74,16,27,9600,3000
1345,422,MPLS_1,84,12,2.09,41,67,24600,4200
1346,422,Internet,206,14,10.0,32,32,3200,0
1347,423,MPLS_1,67,10,0.76,7,11,4900,4900
1348,423,MPLS_2,128,12,1.85,18,35,9000,3500
1349,423,Internet,202,14,10.0,16,16,1600,0
1350,424,MPLS_2,65,12,0.51,19,37,15200,7200
1351,424,MPLS_0,83,16,1.58,69,126,48300,3500
1352,424,Internet,146,16,4.0,53,53,5300,0
1353,425,MPLS_1,72,9,0.53,49,96,29400,6000
1354,425,Internet,162,20,3.0,31,31,3100,0
1355,426,MPLS_2,81,12,0.48,7,13,5600,6400
1356,426,MPLS_1,83,14,1.17,15,29,7500,4000
1357,426,Internet,157,15,10.0,9,9,900,0
1358,427,MPLS_1,121,16,1.92,70,114,49000,4200
1359,427,MPLS_2,70,13,0.5,33,62,23100,3500
1360,427,Internet,142,13,4.0,83,83,8300,0
1361,428,MPLS_2,81,7,0.79,66,120,33000,4000
1362,428,MPLS_1,84,12,1.0,177,348,106200,3600
1363,428,Internet,213,20,1.0,117,117,11700,0
1364,429,MPLS_0,84,10,0.58,40,76,28000,5600
1365,429,MPLS_2,91,16,1.33,81,141,64800,6400
1366,429,Internet,197,19,10.0,73,73,7300,0
1367,430,MPLS_1,63,8,0.66,35,69,24500,4200
1368,430,MPLS_2,143,14,1.02,100,155,50000,3000
1369,430,Internet,200,20,1.0,61,61,6100,0
1370,431,MPLS_2,137,15,1.28,390,739,273000,5600
1371,431,MPLS_0,86,9,0.57,142,234,85200,1800
1372,431,Internet,183,16,1.0,311,311,31100,0
1373,432,MPLS_1,75,12,0.49,21,41,12600,2400
1374,432,MPLS_2,103,15,1.25,98,162,49000,2000
1375,432,MPLS_0,80,9,0.69,18,33,9000,3500
1376,432,Internet,194,19,7.0,77,77,7700,0
1377,433,MPLS_1,78,13,0.49,17,31,13600,8000
1378,433,Internet,190,18,7.0,15,15,1500,0
1379,434,MPLS_1,77,7,0.44,3,4,1800,1800
1380,434,MPLS_0,73,7,0.52,3,5,2100,6300
1381,434,MPLS_2,133,13,1.48,13,25,6500,4000
1382,434,Internet,218,20,3.0,12,12,1200,0
1383,435,MPLS_2,65,13,0.59,4,6,2800,3500
1384,435,MPLS_0,101,13,1.57,13,22,6500,2000
1385,435,Internet,147,16,2.0,12,12,1200,0
1386,436,MPLS_2,62,9,0.78,20,38,16000,8000
1387,436,Internet,169,16,7.0,9,9,900,0
1388,437,MPLS_1,71,7,0.75,30,58,15000,5000
1389,437,Internet,179,20,10.0,22,22,2200,0
1390,438,MPLS_2,66,9,0.77,10,15,6000,4800
1391,438,MPLS_1,141,16,1.92,26,46,13000,4000
1392,438,Internet,164,15,9.0,20,20,2000,0
1393,439,MPLS_0,64,12,0.65,94,182,65800,3500
1394,439,MPLS_1,131,14,2.09,322,505,257600,3200
1395,439,Internet,142,19,5.0,299,299,29900,0
1396,440,MPLS_2,136,12,1.59,31,58,15500,5000
1397,440,MPLS_0,80,7,0.42,13,24,9100,7000
1398,440,Internet,191,13,7.0,28,28,2800,0
1399,441,MPLS_1,80,11,0.77,3,5,2100,2100
1400,441,MPLS_2,126,14,1.44,8,14,5600,4200
1401,441,Internet,180,17,8.0,9,9,900,0
1402,442,MPLS_1,137,15,1.43,178,316,106800,5400
1403,442,MPLS_2,77,11,0.41,55,105,27500,2000
1404,442,Internet,204,16,6.0,112,112,11200,0
1405,443,MPLS_1,71,7,0.47,22,35,13200,4200
1406,443,MPLS_0,143,16,0.9,58,88,46400,7200
1407,443,Internet,166,13,9.0,61,61,6100,0
1408,444,MPLS_0,76,13,0.75,119,227,83300,6300
1409,444,MPLS_2,148,14,1.66,289,522,173400,3000
1410,444,Internet,158,14,5.0,242,242,24200,0
1411,445,MPLS_1,71,12,0.64,29,53,20300,6300
1412,445,MPLS_2,96,13,0.88,72,126,50400,2100
1413,445,Internet,171,18,8.0,53,53,5300,0
1414,446,MPLS_1,67,7,0.49,5,10,2500,4000
1415,446,MPLS_0,89,16,0.99,9,15,7200,6400
1416,446,MPLS_2,86,10,0.56,4,8,2800,2800
1417,446,Internet,194,20,8.0,20,20,2000,0
1418,447,MPLS_0,66,8,0.46,28,49,16800,4800
1419,447,MPLS_1,114,13,1.96,64,126,32000,3500
1420,447,Internet,218,14,1.0,57,57,5700,0
1421,448,MPLS_1,127,12,1.42,13,22,10400,2400
1422,448,MPLS_0,69,11,0.58,2,3,1000,5000
1423,448,MPLS_2,89,7,0.71,3,4,2100,6300
1424,448,Internet,157,14,8.0,13,13,1300,0
1425,449,MPLS_2,83,13,0.59,9,15,7200,6400
1426,449,MPLS_0,90,13,1.63,44,72,30800,2800
1427,449,MPLS_1,69,9,0.68,6,9,4200,4200
1428,449,Internet,178,15,7.0,24,24,2400,0
1429,450,MPLS_1,135,13,1.79,314,546,157000,4500
1430,450,MPLS_0,64,11,0.64,101,186,60600,5400
1431,450,Internet,184,13,4.0,197,197,19700,0
1432,451,MPLS_2,132,15,1.36,64,124,32000,3500
1433,451,MPLS_1,85,7,0.46,24,47,14400,3600
1434,451,Internet,163,13,6.0,52,52,5200,0
1435,452,MPLS_2,67,11,0.43,9,14,6300,6300
1436,452,MPLS_1,67,13,0.53,10,15,6000,1800
1437,452,MPLS_0,89,15,1.08,45,78,22500,4500
1438,452,Internet,176,18,4.0,51,51,5100,0
1439,453,MPLS_2,82,16,1.0,101,178,60600,5400
1440,453,MPLS_0,80,10,0.75,60,92,42000,4900
1441,453,Internet,203,18,2.0,73,73,7300,0
1442,454,MPLS_1,76,9,0.49,65,99,45500,4900
1443,454,Internet,183,12,1.0,39,39,3900,0
1444,455,MPLS_0,146,14,1.75,284,533,198800,5600
1445,455,MPLS_1,76,7,0.76,108,197,75600,6300
1446,455,Internet,174,19,4.0,142,142,14200,0
1447,456,MPLS_0,78,11,0.47,58,114,46400,8000
1448,456,Internet,142,17,10.0,29,29,2900,0
1449,457,MPLS_0,73,8,0.62,3,5,2400,6400
1450,457,MPLS_2,93,14,1.44,7,12,5600,3200
1451,457,Internet,171,15,1.0,6,6,600,0
1452,458,MPLS_1,89,14,0.94,37,66,22200,5400
1453,458,MPLS_2,70,7,0.78,16,27,8000,4500
1454,458,Internet,143,13,6.0,31,31,3100,0
1455,459,MPLS_0,108,15,0.97,30,50,15000,5000
1456,459,MPLS_2,69,12,0.66,11,19,6600,5400
1457,459,Internet,217,15,4.0,29,29,2900,0
1458,460,MPLS_1,79,10,0.51,24,37,19200,4800
1459,460,MPLS_2,124,16,0.95,64,106,38400,1800
1460,460,Internet,219,12,5.0,58,58,5800,0
1461,461,MPLS_1,147,15,1.09,515,916,412000,6400
1462,461,MPLS_0,68,13,0.71,85,158,51000,5400
1463,461,MPLS_2,74,11,0.76,75,138,60000,4000
1464,461,Internet,192,14,1.0,475,475,47500,0
1465,462,MPLS_1,101,16,1.72,5,8,3500,6300
1466,462,MPLS_2,62,11,0.41,2,4,1200,3000
1467,462,MPLS_0,67,9,0.73,3,6,2400,5600
1468,462,Internet,167,15,5.0,10,10,1000,0
1469,463,MPLS_0,71,12,0.58,17,30,11900,3500
1470,463,MPLS_1,129,13,0.87,38,65,26600,2800
1471,463,Internet,167,19,4.0,22,22,2200,0
1472,464,MPLS_2,117,15,1.68,59,117,29500,1500
1473,464,MPLS_0,83,11,0.76,9,17,4500,4000
1474,464,MPLS_1,86,7,0.6,8,14,4000,5000
1475,464,Internet,170,20,9.0,29,29,2900,0
1476,465,MPLS_0,76,9,0.67,42,78,25200,3600
1477,465,Internet,213,18,8.0,31,31,3100,0
1478,466,MPLS_2,75,13,0.4,62,106,43400,6300
1479,466,Internet,208,16,3.0,28,28,2800,0
1480,467,MPLS_1,114,16,1.23,24,46,19200,3200
1481,467,MPLS_0,81,8,0.72,11,20,7700,5600
1482,467,Internet,196,17,5.0,15,15,1500,0
1483,468,MPLS_2,74,8,0.61,10,17,6000,6000
1484,468,MPLS_1,109,12,1.67,25,44,15000,3000
1485,468,Internet,210,13,7.0,23,23,2300,0
1486,469,MPLS_0,82,12,0.51,52,100,26000,4000
1487,469,MPLS_1,90,12,1.11,152,274,91200,3000
1488,469,Internet,149,19,8.0,101,101,10100,0
1489,470,MPLS_1,81,12,1.12,233,398,186400,5600
