site,cloud,latency(ms),jitter(ms),lost(%),base_capacity,capacity,fixed_cost,variable_cost
347,MPLS_0,134,14,1.55,33,50,23100,3500
347,MPLS_2,84,7,0.59,14,23,7000,2500
347,Internet,202,16,9,21,21,2100,0
348,MPLS_1,62,9,0.59,18,29,14400,8000
348,MPLS_2,91,16,1.7,60,106,42000,3500
348,Internet,150,20,7,43,43,4300,0
349,MPLS_2,60,10,0.74,36,66,25200,5600
349,MPLS_0,76,12,0.74,47,83,23500,3000
349,MPLS_1,107,13,1.17,169,282,118300,5600
349,Internet,179,18,10,144,144,14400,0
350,MPLS_2,110,16,1.49,28,50,19600,2800
350,MPLS_1,67,13,0.69,8,15,6400,4000
350,Internet,158,12,2,20,20,2000,0
351,MPLS_1,106,12,1.31,68,130,40800,3600
351,MPLS_2,77,8,0.74,25,47,12500,4500
351,Internet,151,17,6,72,72,7200,0
352,MPLS_2,70,8,0.57,26,48,13000,3500
352,MPLS_1,113,12,0.95,72,135,50400,2800
352,Internet,205,19,5,53,53,5300,0
353,MPLS_2,67,10,0.59,4,8,3200,5600
353,MPLS_1,126,16,1.9,4,6,2000,4000
353,MPLS_0,77,7,0.59,3,6,1800,6000
353,Internet,150,17,7,10,10,1000,0
354,MPLS_2,89,11,0.64,35,66,24500,7000
354,MPLS_0,88,11,0.5,35,65,17500,3000
354,MPLS_1,129,12,0.82,122,201,61000,4500
354,Internet,175,18,1,158,158,15800,0
355,MPLS_1,68,13,0.79,12,23,7200,3600
355,MPLS_2,75,13,0.55,15,23,12000,4000
355,MPLS_0,120,16,1.51,79,126,47400,4800
355,Internet,195,16,9,59,59,5900,0
356,MPLS_2,68,13,0.49,390,635,312000,5600
356,Internet,156,15,9,169,169,16900,0
357,MPLS_1,65,9,0.68,23,41,11500,2500
357,MPLS_0,122,14,1.56,63,117,31500,3000
357,Internet,145,17,3,32,32,3200,0
358,MPLS_2,126,13,2.05,44,67,26400,4200
358,MPLS_0,80,8,0.74,16,31,9600,4800
358,Internet,208,15,5,23,23,2300,0
359,MPLS_2,65,11,0.45,5,7,3500,2100
359,MPLS_0,71,12,0.48,4,7,2400,3600
359,MPLS_1,146,12,1.98,19,34,9500,3000
359,Internet,199,13,2,23,23,2300,0
360,MPLS_1,105,13,1.9,24,46,19200,2400
360,MPLS_2,64,10,0.56,9,16,4500,3500
360,Internet,196,20,1,16,16,1600,0
361,MPLS_2,80,8,0.62,15,28,10500,6300
361,Internet,215,15,3,13,13,1300,0
362,MPLS_0,140,12,1.29,25,45,20000,8000
362,MPLS_1,63,13,0.51,7,11,4200,6000
362,Internet,149,19,2,15,15,1500,0
363,MPLS_1,79,9,0.75,21,41,12600,3000
363,MPLS_2,145,14,1.7,61,99,30500,5000
363,Internet,161,12,9,52,52,5200,0
364,MPLS_0,123,15,0.87,59,111,47200,7200
364,MPLS_1,79,11,0.61,23,37,11500,2500
364,Internet,179,14,1,50,50,5000,0
365,MPLS_2,91,12,1.23,12,18,7200,4200
365,MPLS_1,85,8,0.43,5,8,2500,2000
365,Internet,155,14,8,13,13,1300,0
366,MPLS_2,73,7,0.48,13,25,6500,4500
366,MPLS_0,125,14,2.01,33,54,19800,5400
366,Internet,165,12,1,20,20,2000,0
367,MPLS_1,92,16,0.92,30,47,24000,2400
367,MPLS_2,65,9,0.44,13,20,10400,6400
367,Internet,189,15,6,21,21,2100,0
368,MPLS_1,85,11,0.67,102,180,71400,4200
368,Internet,175,20,7,64,64,6400,0
369,MPLS_0,149,13,0.96,3,4,2100,2800
369,MPLS_2,66,9,0.61,1,1,600,4200
369,Internet,196,20,8,2,2,200,0
370,MPLS_1,89,13,1.72,56,107,33600,2400
370,MPLS_2,80,9,0.54,21,31,12600,6000
370,Internet,151,12,8,65,65,6500,0
371,MPLS_2,129,16,1.02,37,62,25900,7000
371,MPLS_0,73,11,0.59,10,19,5000,3500
371,Internet,209,14,3,33,33,3300,0
372,MPLS_2,130,14,1.29,52,78,26000,4500
372,MPLS_0,67,11,0.64,19,33,15200,5600
372,Internet,161,16,6,40,40,4000,0
373,MPLS_0,60,13,0.49,2,3,1200,3600
373,MPLS_2,117,15,0.96,9,16,4500,5000
373,Internet,210,14,9,7,7,700,0
374,MPLS_2,71,13,0.64,12,19,7200,3600
374,MPLS_1,109,12,1.76,27,51,13500,4500
374,Internet,214,20,5,29,29,2900,0
375,MPLS_1,67,10,0.76,7,12,4900,4200
375,MPLS_2,83,15,1.72,19,30,15200,8000
375,Internet,185,17,2,13,13,1300,0
376,MPLS_1,115,12,1.51,19,33,15200,2400
376,MPLS_2,67,8,0.77,10,18,8000,5600
376,Internet,161,19,9,27,27,2700,0
377,MPLS_0,84,13,0.63,172,272,120400,4900
377,MPLS_1,123,16,1.59,371,581,185500,4500
377,Internet,186,19,2,246,246,24600,0
378,MPLS_2,120,13,1.07,14,26,11200,8000
378,MPLS_0,81,11,0.48,5,9,3500,2100
378,Internet,214,12,1,13,13,1300,0
379,MPLS_0,83,11,0.41,79,149,55300,4200
379,MPLS_1,102,12,1.97,204,355,163200,8000
379,Internet,211,18,3,127,127,12700,0
380,MPLS_1,86,8,0.45,138,242,69000,1500
380,Internet,168,19,5,87,87,8700,0
381,MPLS_1,150,12,1.84,29,50,17400,1800
381,MPLS_0,63,7,0.7,11,21,8800,4800
381,Internet,147,18,7,18,18,1800,0
382,MPLS_1,145,15,1.15,15,23,7500,5000
382,MPLS_0,74,8,0.52,4,7,3200,3200
382,Internet,162,17,6,11,11,1100,0
383,MPLS_0,148,15,0.85,113,207,79100,4200
383,MPLS_1,87,11,0.69,36,57,21600,4800
383,Internet,190,16,4,95,95,9500,0
384,MPLS_1,72,10,0.63,34,54,17000,2500
384,MPLS_2,80,10,0.43,26,43,18200,4200
384,MPLS_0,146,14,1.18,173,296,138400,6400
384,Internet,216,17,7,96,96,9600,0
385,MPLS_0,125,16,0.91,32,58,19200,1800
385,MPLS_1,73,13,0.49,15,26,10500,7000
385,Internet,146,15,5,19,19,1900,0
386,MPLS_0,102,16,1.91,36,62,18000,1500
386,MPLS_1,74,9,0.54,16,26,11200,2800
386,Internet,152,17,7,29,29,2900,0
387,MPLS_2,63,13,0.57,10,18,8000,7200
387,MPLS_0,144,16,1.09,40,65,24000,3600
387,MPLS_1,82,11,0.61,8,12,4800,4800
387,Internet,184,14,8,33,33,3300,0
388,MPLS_0,86,13,0.54,18,27,12600,3500
388,MPLS_1,106,15,1.9,51,81,30600,5400
388,Internet,146,17,1,62,62,6200,0
389,MPLS_0,132,14,1.74,9,15,6300,2800
389,MPLS_2,78,12,0.45,3,5,1800,2400
389,Internet,163,17,6,7,7,700,0
390,MPLS_0,133,16,2.09,67,101,46900,3500
390,MPLS_2,65,10,0.57,32,48,16000,4500
390,Internet,184,15,9,67,67,6700,0
391,MPLS_2,82,7,0.54,4,7,2000,3000
391,MPLS_1,108,12,1.04,23,36,16100,6300
391,MPLS_0,72,10,0.6,4,6,2800,6300
391,Internet,211,20,5,29,29,2900,0
392,MPLS_1,99,13,1.51,54,103,43200,4000
392,MPLS_2,77,10,0.46,25,41,15000,3000
392,Internet,166,19,6,51,51,5100,0
393,MPLS_2,61,7,0.59,4,6,2000,2500
393,MPLS_1,105,16,1.64,15,27,10500,4200
393,Internet,188,14,5,12,12,1200,0
394,MPLS_1,76,7,0.66,15,25,7500,4000
394,MPLS_2,137,16,1.93,35,67,28000,4800
394,Internet,170,19,8,32,32,3200,0
395,MPLS_2,72,12,0.59,18,35,12600,2100
395,Internet,150,13,6,9,9,900,0
396,MPLS_2,60,7,0.5,74,125,44400,1800
396,MPLS_0,138,16,1.41,444,886,222000,4500
396,MPLS_1,68,11,0.78,88,157,52800,6000
396,Internet,141,18,5,231,231,23100,0
397,MPLS_0,74,10,0.53,5,8,3000,5400
397,MPLS_1,111,14,1.37,36,64,28800,3200
397,MPLS_2,65,12,0.65,7,12,5600,7200
397,Internet,198,18,6,22,22,2200,0
398,MPLS_1,119,14,1.27,59,104,29500,5000
398,MPLS_2,74,11,0.55,19,33,9500,3500
398,Internet,175,13,6,60,60,6000,0
399,MPLS_0,144,15,1.63,71,132,42600,3600
399,MPLS_1,70,9,0.68,27,45,16200,3000
399,Internet,213,18,10,56,56,5600,0
400,MPLS_0,127,16,1.66,34,61,27200,5600
400,MPLS_1,85,13,0.61,16,25,11200,4900
400,Internet,149,14,6,23,23,2300,0
401,MPLS_0,85,10,0.76,11,19,8800,7200
401,MPLS_2,99,16,2.09,67,102,46900,4200
401,MPLS_1,76,10,0.74,15,26,10500,3500
401,Internet,164,13,10,60,60,6000,0
402,MPLS_1,72,10,0.7,7,11,4900,4200
402,MPLS_0,135,15,1.75,19,33,15200,2400
402,Internet,152,17,5,19,19,1900,0
403,MPLS_0,85,8,0.75,5,8,2500,3500
403,MPLS_2,85,8,0.55,5,9,2500,3000
403,MPLS_1,148,16,0.88,21,40,14700,2800
403,Internet,178,15,7,14,14,1400,0
404,MPLS_2,105,14,1.56,55,92,44000,6400
404,MPLS_0,87,9,0.67,19,29,11400,6000
404,Internet,161,13,6,53,53,5300,0
405,MPLS_0,76,11,0.45,104,186,83200,4000
405,MPLS_1,126,13,1.59,249,376,149400,4800
405,Internet,202,14,4,207,207,20700,0
406,MPLS_0,69,11,0.65,32,56,16000,3500
406,MPLS_1,95,13,1.02,71,124,35500,2000
406,Internet,201,15,3,68,68,6800,0
407,MPLS_0,79,7,0.52,9,13,7200,2400
407,MPLS_1,84,16,1.6,30,47,15000,3000
407,Internet,163,12,2,18,18,1800,0
408,MPLS_2,74,7,0.52,3,5,1500,1500
408,MPLS_1,105,16,1.1,11,20,6600,4200
408,Internet,163,17,8,7,7,700,0
409,MPLS_0,62,10,0.66,62,121,43400,4900
409,MPLS_2,98,16,2.03,135,225,81000,4200
409,Internet,150,17,8,105,105,10500,0
410,MPLS_1,68,11,0.73,12,21,9600,4000
410,MPLS_2,106,15,1.67,23,35,18400,4800
410,Internet,205,13,6,15,15,1500,0
411,MPLS_0,73,11,0.66,6,9,3000,1500
411,MPLS_1,85,7,0.57,8,12,6400,4800
411,MPLS_2,96,15,1.83,40,63,32000,4000
411,Internet,202,19,6,39,39,3900,0
412,MPLS_1,87,11,0.43,7,12,5600,6400
412,Internet,173,15,6,2,2,200,0
413,MPLS_0,69,13,0.43,12,22,7200,1800
413,MPLS_2,70,13,0.41,10,16,5000,5000
413,MPLS_1,116,16,1.15,53,83,26500,4000
413,Internet,144,14,8,59,59,5900,0
414,MPLS_0,109,15,1.57,147,232,117600,3200
414,MPLS_1,68,8,0.53,44,78,22000,3500
414,Internet,192,16,4,110,110,11000,0
415,MPLS_0,126,15,1.28,33,54,26400,3200
415,MPLS_2,72,13,0.64,9,14,6300,3500
415,Internet,185,13,4,28,28,2800,0
416,MPLS_2,102,16,0.88,39,61,23400,4800
416,MPLS_1,70,7,0.67,14,25,8400,4800
416,Internet,152,15,8,38,38,3800,0
417,MPLS_0,124,12,1.28,44,69,35200,5600
417,MPLS_2,65,7,0.7,24,40,12000,4000
417,Internet,147,19,9,38,38,3800,0
418,MPLS_1,78,7,0.54,75,120,37500,1500
418,Internet,150,14,1,33,33,3300,0
419,MPLS_0,74,8,0.47,20,33,12000,6000
419,MPLS_1,132,13,1.16,74,128,59200,7200
419,Internet,204,15,7,52,52,5200,0
420,MPLS_2,69,11,0.76,7,12,5600,8000
420,MPLS_1,133,16,1.81,47,85,37600,6400
420,MPLS_0,75,13,0.62,9,16,6300,5600
420,Internet,173,13,3,24,24,2400,0
421,MPLS_2,87,13,0.41,19,36,11400,4200
421,MPLS_0,119,15,1.9,95,176,66500,2100
421,MPLS_1,74,7,0.7,13,19,7800,2400
421,Internet,189,17,2,69,69,6900,0
422,MPLS_2,79,12,0.74,16,27,9600,3000
422,MPLS_1,84,12,2.09,41,67,24600,4200
422,Internet,206,14,10,32,32,3200,0
423,MPLS_1,67,10,0.76,7,11,4900,4900
423,MPLS_2,128,12,1.85,18,35,9000,3500
423,Internet,202,14,10,16,16,1600,0
424,MPLS_2,65,12,0.51,19,37,15200,7200
424,MPLS_0,83,16,1.58,69,126,48300,3500
424,Internet,146,16,4,53,53,5300,0
425,MPLS_1,72,9,0.53,49,96,29400,6000
425,Internet,162,20,3,31,31,3100,0
426,MPLS_2,81,12,0.48,7,13,5600,6400
426,MPLS_1,83,14,1.17,15,29,7500,4000
426,Internet,157,15,10,9,9,900,0
427,MPLS_1,121,16,1.92,70,114,49000,4200
427,MPLS_2,70,13,0.5,33,62,23100,3500
427,Internet,142,13,4,83,83,8300,0
428,MPLS_2,81,7,0.79,66,120,33000,4000
428,MPLS_1,84,12,1,177,348,106200,3600
428,Internet,213,20,1,117,117,11700,0
429,MPLS_0,84,10,0.58,40,76,28000,5600
429,MPLS_2,91,16,1.33,81,141,64800,6400
429,Internet,197,19,10,73,73,7300,0
430,MPLS_1,63,8,0.66,35,69,24500,4200
430,MPLS_2,143,14,1.02,100,155,50000,3000
430,Internet,200,20,1,61,61,6100,0
431,MPLS_2,137,15,1.28,390,739,273000,5600
431,MPLS_0,86,9,0.57,142,234,85200,1800
431,Internet,183,16,1,311,311,31100,0
432,MPLS_1,75,12,0.49,21,41,12600,2400
432,MPLS_2,103,15,1.25,98,162,49000,2000
432,MPLS_0,80,9,0.69,18,33,9000,3500
432,Internet,194,19,7,77,77,7700,0
433,MPLS_1,78,13,0.49,17,31,13600,8000
433,Internet,190,18,7,15,15,1500,0
434,MPLS_1,77,7,0.44,3,4,1800,1800
434,MPLS_0,73,7,0.52,3,5,2100,6300
434,MPLS_2,133,13,1.48,13,25,6500,4000
434,Internet,218,20,3,12,12,1200,0
435,MPLS_2,65,13,0.59,4,6,2800,3500
435,MPLS_0,101,13,1.57,13,22,6500,2000
435,Internet,147,16,2,12,12,1200,0
436,MPLS_2,62,9,0.78,20,38,16000,8000
436,Internet,169,16,7,9,9,900,0
437,MPLS_1,71,7,0.75,30,58,15000,5000
437,Internet,179,20,10,22,22,2200,0
438,MPLS_2,66,9,0.77,10,15,6000,4800
438,MPLS_1,141,16,1.92,26,46,13000,4000
438,Internet,164,15,9,20,20,2000,0
439,MPLS_0,64,12,0.65,94,182,65800,3500
439,MPLS_1,131,14,2.09,322,505,257600,3200
439,Internet,142,19,5,299,299,29900,0
440,MPLS_2,136,12,1.59,31,58,15500,5000
440,MPLS_0,80,7,0.42,13,24,9100,7000
440,Internet,191,13,7,28,28,2800,0
441,MPLS_1,80,11,0.77,3,5,2100,2100
441,MPLS_2,126,14,1.44,8,14,5600,4200
441,Internet,180,17,8,9,9,900,0
442,MPLS_1,137,15,1.43,178,316,106800,5400
442,MPLS_2,77,11,0.41,55,105,27500,2000
442,Internet,204,16,6,112,112,11200,0
443,MPLS_1,71,7,0.47,22,35,13200,4200
443,MPLS_0,143,16,0.9,58,88,46400,7200
443,Internet,166,13,9,61,61,6100,0
444,MPLS_0,76,13,0.75,119,227,83300,6300
444,MPLS_2,148,14,1.66,289,522,173400,3000
444,Internet,158,14,5,242,242,24200,0
445,MPLS_1,71,12,0.64,29,53,20300,6300
445,MPLS_2,96,13,0.88,72,126,50400,2100
445,Internet,171,18,8,53,53,5300,0
446,MPLS_1,67,7,0.49,5,10,2500,4000
446,MPLS_0,89,16,0.99,9,15,7200,6400
446,MPLS_2,86,10,0.56,4,8,2800,2800
446,Internet,194,20,8,20,20,2000,0
447,MPLS_0,66,8,0.46,28,49,16800,4800
447,MPLS_1,114,13,1.96,64,126,32000,3500
447,Internet,218,14,1,57,57,5700,0
448,MPLS_1,127,12,1.42,13,22,10400,2400
448,MPLS_0,69,11,0.58,2,3,1000,5000
448,MPLS_2,89,7,0.71,3,4,2100,6300
448,Internet,157,14,8,13,13,1300,0
449,MPLS_2,83,13,0.59,9,15,7200,6400
449,MPLS_0,90,13,1.63,44,72,30800,2800
449,MPLS_1,69,9,0.68,6,9,4200,4200
449,Internet,178,15,7,24,24,2400,0
450,MPLS_1,135,13,1.79,314,546,157000,4500
450,MPLS_0,64,11,0.64,101,186,60600,5400
450,Internet,184,13,4,197,197,19700,0
451,MPLS_2,132,15,1.36,64,124,32000,3500
451,MPLS_1,85,7,0.46,24,47,14400,3600
451,Internet,163,13,6,52,52,5200,0
452,MPLS_2,67,11,0.43,9,14,6300,6300
452,MPLS_1,67,13,0.53,10,15,6000,1800
452,MPLS_0,89,15,1.08,45,78,22500,4500
452,Internet,176,18,4,51,51,5100,0
453,MPLS_2,82,16,1,101,178,60600,5400
453,MPLS_0,80,10,0.75,60,92,42000,4900
453,Internet,203,18,2,73,73,7300,0
454,MPLS_1,76,9,0.49,65,99,45500,4900
454,Internet,183,12,1,39,39,3900,0
455,MPLS_0,146,14,1.75,284,533,198800,5600
455,MPLS_1,76,7,0.76,108,197,75600,6300
455,Internet,174,19,4,142,142,14200,0
456,MPLS_0,78,11,0.47,58,114,46400,8000
456,Internet,142,17,10,29,29,2900,0
457,MPLS_0,73,8,0.62,3,5,2400,6400
457,MPLS_2,93,14,1.44,7,12,5600,3200
457,Internet,171,15,1,6,6,600,0
458,MPLS_1,89,14,0.94,37,66,22200,5400
458,MPLS_2,70,7,0.78,16,27,8000,4500
458,Internet,143,13,6,31,31,3100,0
459,MPLS_0,108,15,0.97,30,50,15000,5000
459,MPLS_2,69,12,0.66,11,19,6600,5400
459,Internet,217,15,4,29,29,2900,0
460,MPLS_1,79,10,0.51,24,37,19200,4800
460,MPLS_2,124,16,0.95,64,106,38400,1800
460,Internet,219,12,5,58,58,5800,0
461,MPLS_1,147,15,1.09,515,916,412000,6400
461,MPLS_0,68,13,0.71,85,158,51000,5400
461,MPLS_2,74,11,0.76,75,138,60000,4000
461,Internet,192,14,1,475,475,47500,0
462,MPLS_1,101,16,1.72,5,8,3500,6300
462,MPLS_2,62,11,0.41,2,4,1200,3000
462,MPLS_0,67,9,0.73,3,6,2400,5600
462,Internet,167,15,5,10,10,1000,0
463,MPLS_0,71,12,0.58,17,30,11900,3500
463,MPLS_1,129,13,0.87,38,65,26600,2800
463,Internet,167,19,4,22,22,2200,0
464,MPLS_2,117,15,1.68,59,117,29500,1500
464,MPLS_0,83,11,0.76,9,17,4500,4000
464,MPLS_1,86,7,0.6,8,14,4000,5000
464,Internet,170,20,9,29,29,2900,0
465,MPLS_0,76,9,0.67,42,78,25200,3600
465,Internet,213,18,8,31,31,3100,0
466,MPLS_2,75,13,0.4,62,106,43400,6300
466,Internet,208,16,3,28,28,2800,0
467,MPLS_1,114,16,1.23,24,46,19200,3200
467,MPLS_0,81,8,0.72,11,20,7700,5600
467,Internet,196,17,5,15,15,1500,0
468,MPLS_2,74,8,0.61,10,17,6000,6000
468,MPLS_1,109,12,1.67,25,44,15000,3000
468,Internet,210,13,7,23,23,2300,0
469,MPLS_0,82,12,0.51,52,100,26000,4000
469,MPLS_1,90,12,1.11,152,274,91200,3000
469,Internet,149,19,8,101,101,10100,0
470,MPLS_1,81,12,1.12,233,398,186400,5600
470,MPLS_0,70,10,0.74,114,188,57000,2500
470,Internet,199,19,6,212,212,21200,0
471,MPLS_1,110,16,1.3,73,145,36500,4000
471,MPLS_0,81,13,0.51,32,55,19200,2400
471,Internet,212,18,8,82,82,8200,0
472,MPLS_0,85,10,0.57,264,489,158400,3600
472,Internet,154,12,8,200,200,20000,0
473,MPLS_1,66,8,0.53,40,71,20000,5000
473,Internet,215,17,10,19,19,1900,0
474,MPLS_1,60,12,0.43,12,18,6000,4000
474,MPLS_0,130,12,0.96,33,51,16500,1500
474,Internet,174,20,3,17,17,1700,0
475,MPLS_1,80,11,0.52,18,31,14400,4000
475,MPLS_2,112,16,1.96,38,71,22800,5400
475,Internet,145,18,2,42,42,4200,0
476,MPLS_1,81,11,0.57,43,65,34400,6400
476,MPLS_2,94,13,1.82,91,171,54600,4200
476,Internet,212,17,2,121,121,12100,0
477,MPLS_1,139,14,1.81,11,19,5500,3500
477,MPLS_0,82,10,0.49,3,5,1800,4200
477,Internet,185,17,4,5,5,500,0
478,MPLS_1,61,8,0.73,11,16,8800,2400
478,MPLS_0,90,14,0.84,21,36,16800,8000
478,Internet,146,18,8,17,17,1700,0
479,MPLS_0,121,13,1.13,46,81,27600,2400
479,MPLS_1,84,12,0.65,20,38,12000,3000
479,Internet,164,13,9,35,35,3500,0
480,MPLS_1,62,10,0.6,5,8,3500,6300
480,MPLS_2,124,15,1.74,24,44,19200,6400
480,MPLS_0,77,10,0.53,5,7,3500,2800
480,Internet,147,17,5,23,23,2300,0
481,MPLS_1,75,10,0.78,43,82,25800,2400
481,MPLS_2,123,15,1.47,105,172,84000,4800
481,Internet,215,20,6,97,97,9700,0
482,MPLS_1,78,8,0.43,10,16,5000,5000
482,MPLS_0,86,9,0.59,11,20,5500,2500
482,MPLS_2,111,13,1.3,45,84,31500,2800
482,Internet,209,15,2,56,56,5600,0
483,MPLS_0,116,16,1.95,33,62,19800,3000
483,MPLS_1,86,11,0.6,10,16,8000,6400
483,Internet,215,14,1,20,20,2000,0
484,MPLS_2,60,8,0.75,131,244,78600,4200
484,MPLS_1,128,12,0.86,355,700,213000,3000
484,Internet,194,17,4,318,318,31800,0
485,MPLS_1,81,14,1.38,16,27,8000,4000
485,MPLS_0,76,10,0.65,6,10,3000,3500
485,Internet,186,13,2,16,16,1600,0
486,MPLS_2,75,12,0.76,58,91,34800,4800
486,Internet,207,15,5,42,42,4200,0
487,MPLS_0,98,14,0.99,193,370,154400,4000
487,MPLS_1,64,10,0.71,69,131,41400,1800
487,Internet,202,19,2,138,138,13800,0
488,MPLS_0,66,10,0.57,19,32,11400,5400
488,MPLS_1,91,13,1.86,46,74,36800,2400
488,Internet,200,17,9,45,45,4500,0
489,MPLS_0,70,8,0.53,6,11,3000,5000
489,MPLS_2,64,9,0.49,6,10,4200,6300
489,MPLS_1,148,14,1.36,27,44,21600,4800
489,Internet,182,12,6,17,17,1700,0
490,MPLS_0,70,13,0.58,37,68,25900,6300
490,Internet,182,15,4,16,16,1600,0
491,MPLS_0,82,14,1.93,340,565,238000,7000
491,MPLS_2,76,11,0.55,199,314,119400,1800
491,Internet,175,15,3,294,294,29400,0
492,MPLS_2,126,12,1.69,68,122,34000,4000
492,MPLS_1,63,12,0.42,24,41,16800,5600
492,Internet,168,16,10,49,49,4900,0
493,MPLS_1,145,12,1.61,94,141,75200,6400
493,MPLS_2,73,9,0.77,38,59,30400,2400
493,Internet,196,12,7,66,66,6600,0
494,MPLS_1,77,8,0.61,140,253,98000,4200
494,Internet,169,17,10,68,68,6800,0
495,MPLS_2,76,8,0.68,21,34,12600,3000
495,Internet,206,19,3,10,10,1000,0
496,MPLS_0,142,14,1.62,30,58,15000,4500
496,MPLS_1,79,7,0.6,16,26,11200,5600
496,Internet,190,19,6,33,33,3300,0
497,MPLS_0,95,13,0.82,39,66,23400,3600
497,MPLS_2,88,7,0.48,21,36,12600,4800
497,Internet,168,15,6,50,50,5000,0
498,MPLS_2,67,12,0.46,13,20,10400,2400
498,MPLS_0,65,10,0.54,14,22,9800,2800
498,MPLS_1,133,15,2.04,80,141,64000,7200
498,Internet,145,19,3,43,43,4300,0
499,MPLS_0,115,13,1.17,31,47,18600,4800
499,MPLS_2,67,13,0.52,5,9,2500,2000
499,MPLS_1,77,12,0.49,5,8,2500,1500
499,Internet,215,20,10,22,22,2200,0
RDC,Internet,175,17,1,27491,27491,2749100,0
RDC,MPLS_0,136,13,1.46,18534,29852,12973800,2800
RDC,MPLS_1,142,18,1.88,17936,30325,12555200,5600
RDC,MPLS_2,142,13,1.01,14002,23176,7001000,3000
